,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2833,06041,03,10,16,18,21,28,04
2834,06040,15,22,25,26,28,33,03
2835,06039,16,19,22,28,31,32,03
2836,06038,02,14,17,19,22,30,10
2837,06037,02,12,23,24,25,32,14
2838,06036,04,07,10,16,17,21,09
2839,06035,03,09,13,21,27,29,13
2840,06034,02,10,15,16,17,33,13
2841,06033,15,20,22,23,27,31,06
2842,06032,05,18,20,24,26,31,09
2843,06031,03,10,12,16,31,32,14
2844,06030,08,13,15,17,20,32,14
2845,06029,03,04,07,09,14,19,08
2846,06028,05,07,14,16,17,27,04
2847,06027,06,08,11,14,16,27,15
2848,06026,01,02,18,22,29,32,03
2849,06025,03,04,17,19,24,32,05
2850,06024,02,07,09,11,21,27,06
2851,06023,04,13,14,19,23,28,08
2852,06022,02,03,04,13,16,27,13
2853,06021,01,02,05,20,21,22,09
2854,06020,05,09,21,23,26,29,06
2855,06019,04,06,13,22,26,32,07
2856,06018,01,13,14,17,24,26,05
2857,06017,03,04,08,31,32,33,02
2858,06016,01,07,13,17,23,30,16
2859,06015,02,03,09,15,29,32,03
2860,06014,06,14,26,29,32,33,07
2861,06013,01,05,06,12,16,21,11
2862,06012,09,11,13,27,31,33,10
2863,06011,05,07,08,14,27,31,11
2864,06010,04,06,12,19,27,29,08
2865,06009,05,06,08,20,26,30,06
2866,06008,03,05,09,18,28,32,16
2867,06007,04,16,18,27,32,33,07
2868,06006,08,21,22,23,26,32,14
2869,06005,03,19,20,24,26,27,11
2870,06004,04,08,17,27,28,31,07
2871,06003,02,04,05,06,16,20,12
2872,06002,07,13,16,21,26,28,09
2873,06001,01,12,15,19,21,28,03
2874,05153,04,05,07,21,26,29,01
2875,05152,01,05,12,14,21,27,03
2876,05151,04,11,12,13,19,30,05
2877,05150,03,07,10,14,18,20,02
2878,05149,11,16,21,23,25,32,07
2879,05148,03,15,17,23,24,29,13
2880,05147,06,07,15,27,28,30,10
2881,05146,07,11,19,20,24,28,02
2882,05145,03,07,08,17,20,28,15
2883,05144,01,08,14,15,19,27,09
2884,05143,03,10,15,17,20,32,08
2885,05142,07,10,12,17,22,29,05
2886,05141,03,05,08,12,16,19,15
2887,05140,04,06,07,08,12,17,07
2888,05139,02,07,20,23,32,33,10
2889,05138,03,05,06,11,20,22,13
2890,05137,03,09,15,23,25,33,12
2891,05136,05,14,16,18,25,27,13
2892,05135,01,05,13,15,21,25,11
2893,05134,04,13,14,18,26,30,01
2894,05133,01,07,14,16,18,25,11
2895,05132,02,04,10,18,27,29,15
2896,05131,02,07,10,11,12,24,03
2897,05130,03,05,09,15,20,25,16
2898,05129,05,10,14,20,27,33,03
2899,05128,02,04,14,23,29,33,15
2900,05127,04,06,11,14,23,25,12
2901,05126,02,08,13,19,25,26,09
2902,05125,06,14,18,28,31,32,03
2903,05124,05,06,10,19,31,33,11
2904,05123,11,12,13,17,18,25,07
2905,05122,01,04,07,14,30,32,09
2906,05121,01,07,20,25,31,32,12
2907,05120,01,06,13,18,30,32,14
2908,05119,01,07,11,18,20,22,02
2909,05118,04,09,12,15,26,31,16
2910,05117,06,17,22,27,28,32,03
2911,05116,04,06,08,14,15,30,10
2912,05115,03,12,18,23,30,33,02
2913,05114,06,07,10,15,21,27,06
2914,05113,15,18,20,22,26,27,03
2915,05112,04,12,22,28,29,30,16
2916,05111,03,07,15,16,19,29,09
2917,05110,07,10,16,19,24,25,09
2918,05109,03,05,13,15,17,31,04
2919,05108,03,10,12,24,29,30,06
2920,05107,09,10,20,24,25,26,11
2921,05106,01,11,13,24,26,31,13
2922,05105,04,15,23,30,32,33,03
2923,05104,02,04,21,23,30,33,09
2924,05103,04,07,16,18,23,30,07
2925,05102,02,05,06,14,24,31,12
2926,05101,09,16,19,21,22,24,12
2927,05100,02,04,09,14,16,31,03
2928,05099,10,13,16,22,24,31,09
2929,05098,12,15,19,22,31,33,01
2930,05097,05,10,23,27,28,30,15
2931,05096,04,05,17,18,26,33,04
2932,05095,09,12,18,21,28,29,05
2933,05094,03,05,09,23,27,33,03
2934,05093,04,06,17,23,25,29,14
2935,05092,08,13,19,26,28,31,10
2936,05091,01,11,12,15,26,27,13
2937,05090,01,09,21,25,29,32,03
2938,05089,05,19,20,23,26,31,12
2939,05088,01,03,07,18,20,24,07
2940,05087,08,09,15,16,23,26,08
2941,05086,07,11,12,24,27,29,12
2942,05085,08,09,13,14,20,22,12
2943,05084,01,02,07,15,19,20,03
2944,05083,03,05,09,14,16,30,13
2945,05082,01,07,11,14,19,20,12
2946,05081,02,04,10,12,26,30,03
2947,05080,01,12,14,26,27,32,16
2948,05079,03,09,20,24,25,28,05
2949,05078,03,11,15,20,26,32,11
2950,05077,08,17,22,24,32,33,16
2951,05076,04,09,11,22,25,28,13
2952,05075,11,13,14,16,18,31,14
2953,05074,06,09,18,20,26,29,09
2954,05073,01,06,08,09,18,20,01
2955,05072,06,10,19,20,24,33,11
2956,05071,04,08,12,14,16,22,10
2957,05070,03,04,08,14,16,26,04
2958,05069,07,09,21,24,31,33,12
2959,05068,01,08,10,13,25,33,13
2960,05067,03,12,16,20,21,26,16
2961,05066,02,04,10,11,25,28,05
2962,05065,12,16,17,21,22,23,16
2963,05064,10,18,23,27,30,32,08
2964,05063,02,11,13,18,22,30,04
2965,05062,02,07,11,12,20,23,07
2966,05061,05,09,14,21,23,24,01
2967,05060,09,12,21,25,31,33,13
2968,05059,07,11,14,18,24,29,07
2969,05058,04,06,10,21,25,26,10
2970,05057,05,06,10,15,30,31,13
2971,05056,12,17,19,27,29,31,09
2972,05055,05,20,22,30,32,33,09
2973,05054,05,13,17,18,21,29,14
2974,05053,04,07,10,14,27,29,09
2975,05052,01,02,14,17,30,32,01
2976,05051,03,06,14,19,20,21,02
2977,05050,02,09,12,20,26,32,13
2978,05049,02,03,08,10,25,27,12
2979,05048,06,07,08,10,16,28,02
2980,05047,02,03,05,07,08,27,15
2981,05046,09,16,18,20,22,24,05
2982,05045,01,07,10,15,18,20,10
2983,05044,01,06,16,17,18,22,09
2984,05043,04,05,06,07,08,32,05
2985,05042,11,16,21,26,27,30,15
2986,05041,02,11,16,23,24,29,03
2987,05040,01,12,21,24,30,32,13
2988,05039,02,16,18,19,21,29,09
2989,05038,04,07,11,20,27,28,16
2990,05037,07,12,14,22,24,32,16
2991,05036,12,19,20,21,26,31,15
2992,05035,12,16,21,28,29,30,14
2993,05034,05,17,18,25,28,32,09
2994,05033,07,08,12,14,19,20,07
2995,05032,05,15,19,20,25,29,03
2996,05031,04,10,16,20,23,32,07
2997,05030,01,05,09,14,22,28,05
2998,05029,02,14,21,22,27,30,14
2999,05028,04,09,22,25,26,32,10
3000,05027,01,03,04,06,21,32,15
3001,05026,06,12,14,20,25,26,07
3002,05025,01,07,10,11,13,32,07
3003,05024,05,09,14,27,31,32,13
3004,05023,10,15,19,20,21,25,12
3005,05022,08,10,12,21,32,33,04
3006,05021,02,06,24,26,30,31,16
3007,05020,14,16,19,20,25,29,05
3008,05019,06,11,12,13,19,22,08
3009,05018,01,03,06,22,23,25,06
3010,05017,02,06,10,25,27,31,03
3011,05016,01,05,06,12,16,30,15
3012,05015,04,08,09,16,17,29,15
3013,05014,13,19,21,23,30,32,05
3014,05013,07,08,16,19,20,24,06
3015,05012,02,03,06,16,22,31,05
3016,05011,09,11,13,15,22,30,15
3017,05010,08,10,11,18,25,26,01
3018,05009,02,17,22,27,29,31,14
3019,05008,11,19,22,27,32,33,11
3020,05007,07,15,17,20,23,33,15
3021,05006,02,04,05,15,21,31,16
3022,05005,05,09,20,26,28,33,15
3023,05004,01,04,08,09,22,23,03
3024,05003,09,12,15,19,22,31,16
3025,05002,06,09,20,26,28,33,14
3026,05001,01,07,08,23,27,28,14
3027,04122,03,11,14,22,24,31,15
3028,04121,07,13,16,18,30,32,10
3029,04120,07,08,18,21,27,32,10
3030,04119,06,09,18,20,25,33,06
3031,04118,03,04,07,12,30,31,15
3032,04117,01,03,07,14,24,25,07
3033,04116,01,03,05,08,14,33,03
3034,04115,02,16,20,30,31,33,01
3035,04114,01,06,09,17,21,22,01
3036,04113,08,10,23,25,31,32,07
3037,04112,09,13,15,21,26,33,06
3038,04111,11,16,18,20,26,31,02
3039,04110,14,19,20,21,22,31,11
3040,04109,06,08,10,17,30,31,14
3041,04108,08,13,14,27,28,31,12
3042,04107,01,08,12,13,18,20,07
3043,04106,10,15,23,26,28,29,12
3044,04105,07,09,10,21,23,30,12
3045,04104,07,11,17,18,24,29,05
3046,04103,02,03,05,09,16,21,02
3047,04102,03,09,12,15,28,32,01
3048,04101,02,09,14,19,25,26,15
3049,04100,06,08,09,14,24,33,15
3050,04099,05,10,21,22,26,33,02
3051,04098,03,12,13,25,26,31,03
3052,04097,10,19,20,26,29,31,14
3053,04096,01,04,12,16,20,30,15
3054,04095,19,22,27,28,30,32,01
3055,04094,05,09,10,13,24,25,08
3056,04093,11,14,20,27,32,33,05
3057,04092,01,04,08,13,28,31,02
3058,04091,09,13,14,21,30,33,01
3059,04090,01,18,20,24,32,33,12
3060,04089,14,17,20,25,28,30,14
3061,04088,02,10,19,22,24,32,14
3062,04087,01,03,07,08,25,26,14
3063,04086,10,13,18,19,25,27,01
3064,04085,03,08,11,29,30,32,01
3065,04084,01,04,08,11,21,25,14
3066,04083,14,16,27,28,30,33,06
3067,04082,03,20,24,27,29,30,15
3068,04081,03,05,21,24,27,32,06
3069,04080,03,08,20,23,24,26,16
3070,04079,07,13,14,17,19,30,03
3071,04078,04,05,10,21,24,26,05
3072,04077,08,09,10,14,16,26,07
3073,04076,03,05,13,17,25,31,07
3074,04075,07,18,21,26,27,28,07
3075,04074,05,06,15,19,26,29,13
3076,04073,02,07,13,16,23,28,16
3077,04072,08,15,18,28,30,33,14
3078,04071,03,08,16,17,21,29,06
3079,04070,10,12,21,22,30,33,06
3080,04069,02,11,15,20,22,29,05
3081,04068,02,08,11,13,24,31,15
3082,04067,01,06,07,13,16,32,04
3083,04066,05,13,20,23,24,25,03
3084,04065,13,14,27,29,32,33,08
3085,04064,14,15,18,20,27,31,04
3086,04063,07,10,13,16,27,28,07
3087,04062,01,12,25,27,28,29,13
3088,04061,13,16,19,20,23,33,09
3089,04060,03,05,11,24,27,28,15
3090,04059,04,07,11,19,23,26,10
3091,04058,01,08,11,12,27,31,12
3092,04057,05,21,23,25,28,32,04
3093,04056,01,20,21,25,29,30,02
3094,04055,06,08,19,25,29,32,07
3095,04054,09,11,14,16,27,28,11
3096,04053,02,03,04,09,24,25,02
3097,04052,01,12,14,15,17,29,09
3098,04051,02,03,09,10,15,29,11
3099,04050,06,07,19,21,25,29,02
3100,04049,11,12,14,16,25,29,09
3101,04048,08,09,11,16,17,29,09
3102,04047,01,07,08,11,27,31,06
3103,04046,07,15,16,22,23,32,14
3104,04045,01,12,18,26,27,28,13
3105,04044,02,06,07,12,31,32,05
3106,04043,04,09,10,21,22,24,10
3107,04042,06,10,13,17,18,21,02
3108,04041,08,10,17,22,25,29,14
3109,04040,07,17,19,20,21,29,11
3110,04039,10,16,18,25,26,29,03
3111,04038,11,16,17,25,28,29,07
3112,04037,03,04,11,17,20,26,05
3113,04036,02,13,17,18,26,30,01
3114,04035,02,08,26,27,30,32,16
3115,04034,02,07,13,20,27,30,14
3116,04033,01,04,08,09,19,20,01
3117,04032,02,05,08,11,15,31,13
3118,04031,03,06,19,20,21,24,11
3119,04030,01,07,09,17,26,31,05
3120,04029,09,13,20,22,24,32,05
3121,04028,01,02,03,05,10,22,12
3122,04027,01,05,09,10,18,32,11
3123,04026,04,10,14,18,28,32,15
3124,04025,07,08,10,24,29,33,04
3125,04024,01,13,21,23,25,32,06
3126,04023,01,08,14,17,19,30,03
3127,04022,03,10,14,19,20,30,06
3128,04021,05,09,11,17,26,27,10
3129,04020,01,02,09,22,28,31,04
3130,04019,05,10,11,23,24,32,04
3131,04018,02,05,06,08,28,30,06
3132,04017,05,12,14,15,25,31,09
3133,04016,04,07,08,28,30,32,05
3134,04015,01,03,05,18,22,23,13
3135,04014,03,07,11,17,20,26,12
3136,04013,12,14,21,29,30,32,13
3137,04012,01,07,27,30,31,33,08
3138,04011,01,04,13,23,28,30,03
3139,04010,06,07,08,13,14,19,15
3140,04009,01,09,10,16,22,24,11
3141,04008,01,07,10,22,32,33,13
3142,04007,04,12,17,20,25,28,09
3143,04006,04,12,18,20,23,32,06
3144,04005,09,11,13,16,17,18,07
3145,04004,10,19,22,23,25,29,09
3146,04003,03,05,06,17,26,33,08
3147,04002,10,12,18,22,30,31,11
3148,04001,01,02,03,07,10,25,07
3149,03089,18,19,21,26,27,33,16
3150,03088,03,10,21,22,24,33,12
3151,03087,02,03,04,05,24,28,13
3152,03086,05,12,16,18,26,30,13
3153,03085,01,04,11,12,19,27,14
3154,03084,02,06,07,10,17,33,03
3155,03083,01,03,14,18,26,28,01
3156,03082,07,17,18,19,30,31,14
3157,03081,01,02,14,26,29,30,07
3158,03080,09,20,24,25,28,30,10
3159,03079,12,15,22,23,26,31,04
3160,03078,07,12,23,26,29,30,11
3161,03077,04,12,16,22,24,25,06
3162,03076,01,13,16,18,20,29,02
3163,03075,16,17,19,22,31,33,11
3164,03074,02,12,19,22,27,32,01
3165,03073,02,12,14,21,23,30,13
3166,03072,03,06,08,11,19,27,11
3167,03071,09,11,12,14,15,33,11
3168,03070,01,02,04,17,18,19,08
3169,03069,07,11,16,19,26,28,11
3170,03068,09,19,25,27,32,33,11
3171,03067,05,11,12,13,27,31,10
3172,03066,03,07,08,20,24,32,14
3173,03065,06,15,16,17,30,33,11
3174,03064,04,06,08,12,15,30,01
3175,03063,05,08,09,14,21,33,11
3176,03062,01,06,12,19,20,32,14
3177,03061,03,05,20,21,28,32,02
3178,03060,02,04,06,17,21,28,11
3179,03059,02,03,05,06,18,30,04
3180,03058,09,11,16,28,32,33,02
3181,03057,18,19,24,25,30,31,16
3182,03056,08,17,21,26,28,29,07
3183,03055,06,13,16,21,28,31,16
3184,03054,02,05,09,21,31,33,12
3185,03053,15,19,20,21,28,29,13
3186,03052,01,12,13,23,30,31,11
3187,03051,04,13,15,17,24,27,01
3188,03050,02,08,17,23,24,26,13
3189,03049,03,06,07,13,24,25,15
3190,03048,10,12,20,28,30,31,09
3191,03047,03,17,26,28,32,33,16
3192,03046,07,08,10,11,17,26,11
3193,03045,03,07,14,15,17,32,03
3194,03044,02,05,09,16,32,33,15
3195,03043,02,08,10,19,20,32,13
3196,03042,03,05,07,10,15,20,07
3197,03041,02,03,17,18,24,25,11
3198,03040,04,05,06,12,14,23,16
3199,03039,03,05,23,24,27,32,03
3200,03038,05,07,08,24,25,27,16
3201,03037,09,14,17,18,26,32,07
3202,03036,07,21,24,25,27,28,15
3203,03035,03,04,05,08,10,11,08
3204,03034,08,13,14,16,23,25,14
3205,03033,01,07,14,20,27,30,10
3206,03032,04,11,25,27,29,30,13
3207,03031,11,17,20,22,28,32,01
3208,03030,02,06,13,14,23,27,07
3209,03029,02,07,15,26,29,32,10
3210,03028,06,13,16,20,28,32,07
3211,03027,01,11,14,17,27,28,15
3212,03026,08,13,15,26,29,31,16
3213,03025,01,05,11,13,14,27,12
3214,03024,02,07,15,17,22,30,14
3215,03023,01,10,20,22,26,31,02
3216,03022,02,07,11,12,14,32,08
3217,03021,14,15,18,25,26,30,01
3218,03020,07,10,25,26,27,32,04
3219,03019,04,08,12,13,16,33,09
3220,03018,05,16,19,20,25,28,13
3221,03017,05,08,18,23,25,31,06
3222,03016,11,17,28,30,31,33,06
3223,03015,04,11,19,25,26,32,13
3224,03014,03,05,07,08,21,31,02
3225,03013,08,13,17,21,23,32,12
3226,03012,02,12,16,17,27,30,12
3227,03011,04,05,11,12,30,32,15
3228,03010,01,02,08,13,17,24,13
3229,03009,05,09,18,20,22,30,09
3230,03008,05,08,09,14,17,23,08
3231,03007,01,09,19,21,23,26,07
3232,03006,01,03,10,21,26,27,06
3233,03005,04,06,15,17,30,31,16
3234,03004,04,06,07,10,13,25,03
3235,03003,01,07,10,23,28,32,16
3236,03002,04,09,19,20,21,26,12
3237,03001,10,11,12,13,26,28,11
